10.0	-0.09079899245692218
20.0	-0.42798038838925234
30.0	-0.07022324141741258
40.0	-0.06264406550593356
50.0	-0.08309114041148175
60.0	-0.09825382303983264
70.0	NaN
80.0	NaN
90.0	NaN
100.0	NaN
110.0	NaN
120.0	NaN
130.0	NaN
140.0	NaN
150.0	NaN
160.0	NaN
170.0	NaN
180.0	NaN
190.0	NaN
200.0	NaN
210.0	NaN
220.0	NaN
230.0	NaN
240.0	NaN
250.0	NaN
260.0	NaN
270.0	NaN
280.0	NaN
290.0	NaN
300.0	NaN
310.0	NaN
320.0	NaN
330.0	NaN
340.0	-0.04568777672085288
350.0	-0.13286474417328903
360.0	-0.2273552793062127
370.0	-0.2580804130101718
380.0	-0.21700670293537522
390.0	-0.09535988874374847
