5.0	-0.09108820727277822
10.0	-0.09179972544142044
15.0	-0.09136260695693812
20.0	-0.07218448117016955
25.0	-0.059535949364546814
30.0	-0.0743192619677403
35.0	-0.06945931307821035
40.0	-0.09026345724511738
45.0	-0.05771190033445278
50.0	-0.04406629989383388
55.0	-0.09193913470154727
60.0	-0.1372526520812638
65.0	-0.12769343674667646
70.0	-0.048563265764250116
75.0	NaN
80.0	NaN
85.0	NaN
90.0	NaN
95.0	NaN
100.0	NaN
105.0	NaN
110.0	NaN
115.0	NaN
120.0	NaN
125.0	NaN
130.0	NaN
135.0	NaN
140.0	NaN
145.0	NaN
150.0	NaN
155.0	NaN
160.0	NaN
165.0	NaN
170.0	NaN
175.0	NaN
180.0	NaN
185.0	NaN
190.0	NaN
195.0	NaN
200.0	NaN
205.0	NaN
210.0	NaN
215.0	NaN
220.0	NaN
225.0	NaN
230.0	NaN
235.0	NaN
240.0	NaN
245.0	NaN
250.0	NaN
255.0	NaN
260.0	NaN
265.0	NaN
270.0	NaN
275.0	NaN
280.0	NaN
285.0	NaN
290.0	NaN
295.0	NaN
300.0	NaN
305.0	NaN
310.0	NaN
315.0	NaN
320.0	NaN
325.0	NaN
330.0	NaN
335.0	NaN
340.0	-0.09809187875614606
345.0	-0.11849827066644382
350.0	-0.11212873563368383
355.0	-0.15218805411570735
360.0	-0.2085236957365
365.0	-0.3457470701907192
370.0	-0.2547575855796849
375.0	-0.1604320067885497
380.0	-0.21195492508807276
385.0	-0.6444809121252427
390.0	-0.0977754575092984
395.0	-0.10911730515191387
400.0	-0.10712438472525553
